id,nom,type,cuisine,origine,temps_preparation,temps_cuisson,nb_personnes,nombre_etapes,instructions,methodes_cuisson,ustensiles,image_path,calories,valeur_nutritionnelle,empreinte_carbone
11,Barres de chocolat blanc au citron,"['Dessert', 'En-cas']",['Américain'],Amérique du Nord,10.0,30.0,16,6,"Préchauffez le four à 175 °C (thermostat 6). Dans un saladier, mélangez 250 g de farine et 60 g de sucre. Incorporez le beurre jusqu'à obtenir une texture sableuse. Tassez la pâte au fond d'un moule carré de 23 cm. Enfournez et faites cuire au four préchauffé jusqu'à ce que la pâte soit croustillante et dorée, environ 15 minutes. Parsemez de pépites de chocolat blanc. Battez les œufs, le jus de citron et le zeste de citron. Incorporez le reste de la farine (60 g) et le reste du sucre (175 g chacun), puis versez sur les pépites de chocolat blanc. Enfournez et faites cuire au four préchauffé jusqu'à ce que le centre soit pris, environ 15 minutes. Transférez sur une grille et laissez tiédir dans le moule. Saupoudrez de sucre glace. Laissez refroidir complètement avant de couper et de servir.",['cuire'],"['plat à four', 'fouet', 'four']",https://www.allrecipes.com/recipe/235899/white-chocolate-lemon-bars/,206 kcal,"""{""""Carbohydrates"""": """"33 g"""", """"Cholesterol"""": """"35 mg"""", """"Fiber"""": """"0 g"""", """"Protein"""": """"2 g"""", """"Saturated Fat"""": """"4 g"""", """"Sodium"""": """"45 mg"""", """"Sugar"""": """"25 g"""", """"Fat"""": """"8 g"""", """"Unsaturated Fat"""": """"0 g""""}""",13.63
12,Pain aux myrtilles et au babeurre,"['Dessert', 'En-cas', 'Brunch', 'Petit-déjeuner']",['Américain'],Amérique du Nord,15.0,55.0,10,5,"Préchauffez le four à 175 °C (350 °F). Beurrez un moule à cake de 23 x 13 cm (9 x 5 pouces). Dans un saladier moyen, mélangez 420 g (1 3/4 tasse) de farine et la levure chimique. Réservez. Dans un petit bol, crémez 200 g (1 tasse) de sucre et 125 g (1/2 tasse) de beurre et battez pendant environ 1 minute. Ajoutez les œufs et mélangez bien. Ajoutez le babeurre et l'extrait de vanille et mélangez jusqu'à ce que le tout soit bien incorporé. Incorporez ce mélange à la préparation à base de farine. Incorporez délicatement les myrtilles à l'aide d'une spatule en caoutchouc et versez la pâte dans le moule préparé. Dans un saladier, mélangez 60 g (1/4 tasse) de sucre, 32 g (2 1/2 cuillères à soupe) de farine et 30 g (2 cuillères à soupe) de beurre du bout des doigts jusqu'à ce que le beurre soit bien incorporé à la farine et au sucre. Saupoudrez ce mélange sur la pâte. Faites cuire au four préchauffé jusqu'à ce qu'un cure-dent inséré au centre en ressorte propre, soit environ 55 à 60 minutes. Laissez refroidir 10 minutes. Passez la lame d'un couteau le long des bords du moule avant de démouler le cake. Laissez-le refroidir complètement sur une grille.",['cuire'],"['spatule', 'couteau', 'four', 'poêle']",https://www.allrecipes.com/recipe/280829/blueberry-bread-with-buttermilk/,314 kcal,"""{""""Carbohydrates"""": """"46 g"""", """"Cholesterol"""": """"68 mg"""", """"Fiber"""": """"1 g"""", """"Protein"""": """"4 g"""", """"Saturated Fat"""": """"8 g"""", """"Sodium"""": """"102 mg"""", """"Sugar"""": """"27 g"""", """"Fat"""": """"13 g"""", """"Unsaturated Fat"""": """"0 g""""}""",20.16
13,Funky Frito Fruckies,['Dessert'],['Américain'],Amérique du Nord,0.0,0.0,18,6,"Rassemblez les ingrédients. Dans un plat graissé de 25 x 38 cm, disposez les chips de maïs. Dans une casserole, portez à ébullition le sucre et le sirop de maïs à feu moyen. Retirez du feu et incorporez le beurre de cacahuète en remuant jusqu'à obtenir une consistance lisse. Versez le mélange sur les chips et lissez la surface. Disposez les barres de chocolat en une seule couche sur le mélange chaud et attendez quelques minutes que la chaleur les fasse fondre, puis lissez le chocolat pour former une fine couche. Laissez refroidir, puis cassez en morceaux.",['bouillir'],"['casserole', 'poêle']",https://www.allrecipes.com/recipe/10974/funky-frito-fruckies/,408 kcal,"""{""""Carbohydrates"""": """"54 g"""", """"Cholesterol"""": """"6 mg"""", """"Fiber"""": """"3 g"""", """"Protein"""": """"7 g"""", """"Saturated Fat"""": """"7 g"""", """"Sodium"""": """"200 mg"""", """"Sugar"""": """"31 g"""", """"Fat"""": """"20 g"""", """"Unsaturated Fat"""": """"0 g""""}""",94.94
14,Twinkies du Texas,['Apéritif'],['Américain'],Amérique du Nord,15.0,45.0,12,7,"Préchauffez le four à 150 °C (thermostat 6). Coupez les jalapeños en forme de « T ». Incisez-les verticalement, de haut en bas, en faisant une incision transversale juste sous la tige, sans les couper complètement. À l'aide d'une cuillère, retirez les graines et les membranes. Disposez les jalapeños sur une plaque de cuisson. Enfournez pendant 10 minutes. Plongez-les ensuite quelques minutes dans un bol d'eau glacée pour extraire l'huile restante. Épongez-les avec du papier absorbant. Augmentez la température du four à 175 °C (thermostat 6). Tartinez chaque jalapeño d'une cuillère à soupe de fromage frais. Garnissez-les d'environ 60 g de poitrine de bœuf, puis enroulez-les d'une tranche de bacon. Disposez les jalapeños farcis sur une plaque de cuisson et assaisonnez de sel et de poivre. Enfournez pendant 30 minutes. Retirez du four. Enfournez et badigeonnez le dessus de sauce barbecue. Remettez au four et laissez cuire 5 minutes de plus.",['cuire'],"['plaque de cuisson', 'four']",https://www.allrecipes.com/recipe/281688/texas-twinkies/,212 kcal,"""{""""Carbohydrates"""": """"7 g"""", """"Cholesterol"""": """"37 mg"""", """"Fiber"""": """"1 g"""", """"Protein"""": """"6 g"""", """"Saturated Fat"""": """"8 g"""", """"Sodium"""": """"595 mg"""", """"Sugar"""": """""""", """"Fat"""": """"18 g"""", """"Unsaturated Fat"""": """"0 g""""}""",72.36
15,Pain essénien,['Dîner'],['Américain'],Amérique du Nord,30.0,165.0,12,5,"Quelques jours avant de consommer ce pain : rincez les grains de blé à l’eau froide. Égouttez-les et plongez-les dans un grand bol d’eau froide. Couvrez le bol d’une assiette ou d’un torchon et laissez tremper les grains à température ambiante pendant une nuit ou environ 12 heures afin qu’ils absorbent une quantité d’eau importante. Égouttez les grains dans une passoire, couvrez-la d’une assiette pour éviter qu’ils ne sèchent et placez-la à l’abri de la lumière directe du soleil. Rincez les grains environ 3 fois par jour ; ils commenceront bientôt à germer. En quelques jours, les germes atteindront leur longueur optimale d’environ 6 mm. La croissance dépend de l’humidité et de la température, soyez donc patient. Broyez les grains de blé germés au moulin à légumes ou au robot culinaire. Après le broyage, versez la pâte obtenue sur un plan de travail propre. Malaxez et pétrissez la pâte pendant environ 10 minutes, puis façonnez-la en deux petits pains ronds, façonnés à la main. Saupoudrez de… Déposez les pains sur une plaque à pâtisserie isolée légèrement saupoudrée de son ou de semoule de maïs. Il n'est pas nécessaire de préchauffer le four. Couvrez les pains de cloches et enfournez à 175 °C (350 °F) pendant 30 minutes. Baissez ensuite la température du four à 165 °C (325 °F) et poursuivez la cuisson pendant environ 2 heures et 15 minutes. Laissez les pains refroidir complètement sur une grille pendant plusieurs heures, puis, en raison de leur forte teneur en humidité, conservez-les au réfrigérateur. Pour un résultat optimal, tranchez ce pain finement ou cassez-le à la main.",['cuire'],"['passoire', 'four', 'robot culinaire']",https://www.allrecipes.com/recipe/7106/essene-bread/,163 kcal,"""{""""Carbohydrates"""": """"35 g"""", """"Cholesterol"""": """""""", """"Fiber"""": """"7 g"""", """"Protein"""": """"6 g"""", """"Saturated Fat"""": """""""", """"Sodium"""": """"0 mg"""", """"Sugar"""": """""""", """"Fat"""": """"1 g"""", """"Unsaturated Fat"""": """"0 g""""}""",18.28
16,Soupe au brocoli et au fromage à l'autocuiseur instantané,['Déjeuner'],['Américain'],Amérique du Nord,10.0,20.0,4,4,"Allumez un autocuiseur multifonction (comme un Instant Pot) et sélectionnez la fonction Sauté. Ajoutez l'oignon et le beurre et faites revenir jusqu'à ce que le tout soit parfumé, environ 5 minutes. Ajoutez le brocoli, le bouillon de poulet et la crème liquide. Fermez et verrouillez le couvercle. Sélectionnez la haute pression en suivant les instructions du fabricant et réglez la minuterie sur 5 minutes. Laissez la pression monter pendant 10 à 15 minutes. Relâchez la pression naturellement pendant 5 minutes en suivant les instructions du fabricant, puis passez à la méthode de décompression rapide pour libérer la pression restante, environ 5 minutes supplémentaires. Déverrouillez et retirez le couvercle. Incorporez le cheddar râpé, la crème fraîche et l'ail en poudre. Assaisonnez de sel et de poivre et servez immédiatement.",['sauté'],"['autocuiseur', 'marmite']",https://www.allrecipes.com/recipe/282786/instant-pot-broccoli-cheese-soup/,527 kcal,"""{""""Carbohydrates"""": """"11 g"""", """"Cholesterol"""": """"166 mg"""", """"Fiber"""": """"2 g"""", """"Protein"""": """"16 g"""", """"Saturated Fat"""": """"30 g"""", """"Sodium"""": """"1231 mg"""", """"Sugar"""": """"4 g"""", """"Fat"""": """"48 g"""", """"Unsaturated Fat"""": """"0 g""""}""",36.22
17,Poulet et boulettes à l'ancienne,"['Dîner', 'Soupe']",['Américain'],Amérique du Nord,15.0,45.0,20,10,"Rassemblez les ingrédients.\nPour la soupe : placez les morceaux de poulet dans une grande casserole, ajoutez le bouillon de poulet, les oignons, le céleri et le sel. Portez à ébullition à feu doux, puis laissez mijoter à couvert, en remuant de temps en temps, jusqu’à ce que le poulet soit tendre, environ 15 à 20 minutes.\nPendant ce temps, préparez les quenelles : battez l’œuf et le lait dans un grand saladier. Incorporez 250 g de farine, la levure chimique et le sel.\nRâpez le beurre froid dans le mélange de farine et ajoutez le persil.\nDéposez 6 grosses cuillerées de pâte à quenelles sur le poulet qui mijote. Couvrez la casserole et laissez cuire à la vapeur jusqu’à ce que les quenelles soient moelleuses, environ 10 minutes.\nRetirez les quenelles et les morceaux de poulet dans un grand plat. Effilochez le poulet et jetez les os. Couvrez et réservez au chaud.\nPour la sauce : filtrez le bouillon restant dans la casserole en pressant les légumes pour en extraire les arômes, puis remettez le bouillon dans la casserole.\nDélayez l’eau avec les 125 g de farine restants jusqu’à obtenir une consistance lisse, puis incorporez-la à la sauce. Filtrer le bouillon. Poivrer et porter à ébullition en remuant constamment pour épaissir. Incorporer le poulet et garnir de quenelles. Servir avec du persil et déguster !","['bouillir', 'cuire à la vapeur', 'mijoter']","['fouet', 'pot']",https://www.allrecipes.com/recipe/15338/old-fashioned-chicken-and-dumplings/,400 kcal,"""{""""Carbohydrates"""": """"9 g"""", """"Cholesterol"""": """"133 mg"""", """"Fiber"""": """"1 g"""", """"Protein"""": """"31 g"""", """"Saturated Fat"""": """"8 g"""", """"Sodium"""": """"700 mg"""", """"Sugar"""": """"1 g"""", """"Fat"""": """"26 g"""", """"Unsaturated Fat"""": """"0 g""""}""",45.23
18,Poulet Danielle,['Dîner'],['Américain'],Amérique du Nord,15.0,75.0,4,6,"Faites fondre 6 cuillères à soupe de beurre dans une grande poêle à feu moyen-vif. Salez et poivrez le poulet, puis ajoutez-le dans la poêle. Faites-le cuire à mi-cuisson et doré des deux côtés, environ 4 à 7 minutes par côté. Transférez le poulet dans un plat allant au four de 23 x 33 cm. Réservez le jus de cuisson dans la poêle. Faites fondre les 2 cuillères à soupe de beurre restantes dans une autre poêle à feu moyen-vif. Ajoutez les champignons et faites-les revenir. Incorporez 60 ml de Marsala et laissez réduire à feu doux pendant 5 minutes. Réservez les champignons au chaud. Préchauffez le four à 190 °C (thermostat 6). Incorporez la crème de poulet et la crème de champignons au jus de cuisson réservé, en mélangeant bien pour éviter les grumeaux. Incorporez lentement la crème en remuant constamment, puis ajoutez les 120 ml de Marsala restants (ajustez la consistance de la sauce en ajoutant plus ou moins de Marsala). Assaisonnez de romarin et de thym et laissez mijoter à feu moyen jusqu'à ébullition, puis incorporez le mélange de champignons réservé. Versez la sauce sur le poulet dans le plat allant au four. Couvrir. Cuire au four préchauffé pendant 30 à 45 minutes. Pendant ce temps, porter à ébullition une grande casserole d'eau légèrement salée. Faire cuire les linguine à ébullition jusqu'à ce qu'elles soient tendres mais encore fermes sous la dent, environ 8 à 10 minutes. Égoutter. Servir les blancs de poulet et la sauce sur les linguine.","['sauter', 'cuire', 'réduire', 'bouillir', 'mijoter']","['plat à four', 'poêle', 'four', 'casserole']",https://www.allrecipes.com/recipe/23850/chicken-danielle/,1005 kcal,"""{""""Carbohydrates"""": """"81 g"""", """"Cholesterol"""": """"197 mg"""", """"Fiber"""": """"3 g"""", """"Protein"""": """"44 g"""", """"Saturated Fat"""": """"28 g"""", """"Sodium"""": """"1259 mg"""", """"Sugar"""": """"9 g"""", """"Fat"""": """"52 g"""", """"Unsaturated Fat"""": """"0 g""""}""",79.53
19,Soupe à la tomate,['Accompagnement'],['Américain'],Amérique du Nord,30.0,30.0,6,2,"Faites chauffer l'huile dans une grande cocotte en fonte à feu moyen-vif. Ajoutez l'oignon et l'ail et faites-les revenir jusqu'à ce que l'oignon soit tendre. Ajoutez la carotte et le céleri et faites-les cuire jusqu'à ce qu'ils soient tendres, de 7 à 9 minutes, en remuant fréquemment. Incorporez les tomates, le bouillon, la sauce Worcestershire, le sel, le thym, le poivre noir et la sauce piquante. Baissez le feu et laissez mijoter à couvert pendant 20 minutes, en remuant fréquemment.","['mijoter', 'faire sauter', 'réduire']","['four hollandais', 'four']",https://www.allrecipes.com/recipe/19576/tomato-soup/,141 kcal,"""{""""Carbohydrates"""": """"27 g"""", """"Cholesterol"""": """""""", """"Fiber"""": """"7 g"""", """"Protein"""": """"5 g"""", """"Saturated Fat"""": """"0 g"""", """"Sodium"""": """"1073 mg"""", """"Sugar"""": """"4 g"""", """"Fat"""": """"3 g"""", """"Unsaturated Fat"""": """"0 g""""}""",33.24
20,Poulet grillé à l'érable et au chipotle,['Dîner'],['Américain'],Amérique du Nord,5.0,20.0,4,3,"Mélangez les filets de poulet, le sirop d'érable, le vinaigre de cidre, le ketchup, l'huile de sésame, la sauce soja, l'ail, la poudre de chipotle, l'origan, le paprika, le piment de Cayenne et le sel de céleri dans un récipient à marinade. Laissez mariner le poulet pendant au moins 1 heure. Préchauffez un barbecue à feu moyen et huilez légèrement la grille. Placez les filets de poulet marinés au centre du barbecue, en conservant le reste de la marinade. Faites cuire pendant 10 à 15 minutes, en badigeonnant le poulet avec le reste de la marinade à l'aide d'un pinceau toutes les quelques minutes pour bien le glacer. Retournez les filets et poursuivez la cuisson en badigeonnant régulièrement jusqu'à ce que le poulet ne soit plus rose à cœur et que le jus soit clair, soit environ 10 à 15 minutes de plus.",['gril'],['gril'],https://www.allrecipes.com/recipe/273492/grilled-maple-chipotle-chicken/,445 kcal,"""{""""Carbohydrates"""": """"47 g"""", """"Cholesterol"""": """"67 mg"""", """"Fiber"""": """"2 g"""", """"Protein"""": """"26 g"""", """"Saturated Fat"""": """"3 g"""", """"Sodium"""": """"805 mg"""", """"Sugar"""": """"39 g"""", """"Fat"""": """"17 g"""", """"Unsaturated Fat"""": """"0 g""""}""",32.43
21,Cheesecake à la tarte aux noix de pécan,['Dessert'],['Américain'],Amérique du Nord,30.0,60.0,8,8,"Préchauffez le four à 175 °C (350 °F). Vaporisez un moule à charnière de 23 cm (9 pouces) de diamètre avec un aérosol de cuisson, tapissez le fond d'un disque de papier sulfurisé et enveloppez l'extérieur du moule de papier aluminium épais. Pour la croûte : mélangez dans un bol les miettes de biscuits Graham, les noix de pécan, le sucre, la cannelle et le sel. Incorporez le beurre fondu jusqu'à obtenir une consistance sableuse. Tassez uniformément le mélange de miettes au fond et sur les bords du moule préparé à l'aide d'une tasse à mesurer à fond plat ou de vos doigts. Faites cuire au four préchauffé, sur la grille du milieu, jusqu'à ce que la croûte soit légèrement dorée et parfumée, environ 10 minutes. Retirez du four et laissez refroidir sur une grille pendant 15 minutes. Baissez la température du four à 165 °C (325 °F) et placez la grille dans le tiers inférieur. Pendant ce temps, préparez la garniture au fromage : mélangez le fromage à la crème et la cassonade dans un robot culinaire et mixez jusqu'à obtenir une consistance lisse et sans grumeaux, environ 45 secondes, en raclant les parois du bol. Au besoin. Ajouter les œufs, un à la fois, en mélangeant par impulsions après chaque ajout. Ajouter la crème sure, la farine, la vanille, la cannelle et le sel. Mélanger par impulsions 2 à 3 fois ou jusqu'à ce que le tout soit bien incorporé. Verser la pâte dans le fond de tarte refroidi. Cuire le gâteau au four chaud à 165 °C (325 °F) sur la grille située dans le tiers inférieur jusqu'à ce que le centre soit légèrement tremblotant, soit de 45 à 50 minutes. Éteindre le four, entrouvrir la porte et laisser le gâteau reposer à l'intérieur pendant 1 heure. Retirer du four, enlever le papier d'aluminium et passer la lame d'un couteau le long du bord du gâteau pour le démouler (afin d'éviter les fissures pendant le refroidissement). Couvrir de film alimentaire et réfrigérer au moins 6 heures ou toute une nuit. Pour préparer la garniture aux noix de pécan : placer une casserole antiadhésive moyenne sur feu doux. Verser le sucre en une couche uniforme et laisser cuire à feu doux, sans remuer, jusqu'à ce qu'il soit chaud, environ 2 minutes. Ajouter l'eau et remuer constamment jusqu'à ce que tout le sucre soit fondu, environ 45 secondes. Ajouter le beurre en remuant constamment jusqu'à ce qu'il soit fondu et bien incorporé, environ… 30 secondes. Augmentez le feu à moyen, ajoutez la crème épaisse, le rhum, la cannelle et la vanille, et faites cuire en remuant constamment jusqu'à ce que le mélange soit homogène et légèrement épaissi, environ 2 minutes. Ajoutez les noix de pécan en remuant jusqu'à ce qu'elles soient bien enrobées, puis retirez du feu. Laissez refroidir à température ambiante et épaissir, environ 30 minutes. Sortez le cheesecake du réfrigérateur et démoulez-le délicatement. Placez-le sur un plat de service et nappez-le de la garniture aux noix de pécan refroidie. Servez immédiatement ou laissez le cheesecake ramollir 15 minutes avant de servir.","['cuire', 'réduire']","['verre doseur', 'robot culinaire', 'casserole', 'four', 'poêle', 'couteau']",https://www.allrecipes.com/recipe/8505912/pecan-pie-cheesecake/,1070 kcal,"""{""""Carbohydrates"""": """"95 g"""", """"Cholesterol"""": """"219 mg"""", """"Fiber"""": """"4 g"""", """"Protein"""": """"13 g"""", """"Saturated Fat"""": """"34 g"""", """"Sodium"""": """"460 mg"""", """"Sugar"""": """""""", """"Fat"""": """"74 g"""", """"Unsaturated Fat"""": """"0 g""""}""",55.18
22,Prunes rôties au four épicées,"['Dîner', 'Accompagnement', 'Dessert']",['Américain'],Amérique du Nord,15.0,20.0,4,4,"Préchauffez le four à 200 °C (thermostat 6). Graissez un plat à four peu profond avec un aérosol de cuisson. Disposez les prunes, face coupée vers le haut, en une seule couche dans le plat préparé. Dans un bol, fouettez ensemble le jus d'orange, la cassonade, la cannelle, la noix de muscade, le cumin et la cardamome, puis arrosez les prunes de cette sauce. Enfournez et faites cuire au four préchauffé jusqu'à ce que les prunes soient chaudes et que la sauce bouillonne, environ 20 minutes. Parsemez d'amandes grillées.",['cuire'],"['fouet', 'four', 'plat à four']",https://www.allrecipes.com/recipe/147069/spicy-oven-roasted-plums/,113 kcal,"""{""""Carbohydrates"""": """"19 g"""", """"Cholesterol"""": """""""", """"Fiber"""": """"2 g"""", """"Protein"""": """"2 g"""", """"Saturated Fat"""": """"0 g"""", """"Sodium"""": """"3 mg"""", """"Sugar"""": """"16 g"""", """"Fat"""": """"4 g"""", """"Unsaturated Fat"""": """"0 g""""}""",14.43
23,Burgers de pub gastronomiques,['Dîner'],['Américain'],Amérique du Nord,15.0,15.0,6,6,"Dans un grand bol, mélanger le bœuf haché, la chapelure, l'échalote, la moutarde de Dijon, l'œuf, l'ail, le sel et le poivre noir. Réserver au réfrigérateur pendant 20 minutes à 2 heures afin que les saveurs se mélangent. Former 6 galettes avec le bœuf haché. Faire chauffer une poêle à feu moyen et y déposer les tranches de pancetta en une seule couche. Cuire jusqu'à ce que la pancetta commence à rendre son jus, pendant 3 à 5 minutes. Retirer la pancetta de la poêle et la garder au chaud. Préchauffer le gril à feu moyen et huiler légèrement la grille. Cuire les galettes sur le gril préchauffé jusqu'à la cuisson désirée, environ 4 minutes de chaque côté pour une cuisson à point. La température à cœur, mesurée à l'aide d'un thermomètre à lecture instantanée, doit atteindre 70 °C (160 °F). Placer une galette dans chaque pain et garnir d'une tranche de pancetta.",['gril'],"['thermomètre', 'grill', 'poêle']",https://www.allrecipes.com/recipe/231465/gourmet-pub-burgers/,445 kcal,"""{""""Carbohydrates"""": """"31 g"""", """"Cholesterol"""": """"103 mg"""", """"Fiber"""": """"2 g"""", """"Protein"""": """"26 g"""", """"Saturated Fat"""": """"8 g"""", """"Sodium"""": """"781 mg"""", """"Sugar"""": """"1 g"""", """"Fat"""": """"23 g"""", """"Unsaturated Fat"""": """"0 g""""}""",47.52
24,Tarte crumble aux myrtilles,['Dessert'],['Américain'],Amérique du Nord,20.0,40.0,8,6,"Préchauffez le four à 190 °C (thermostat 6). Préparez la tarte : Foncez un moule à tarte de 23 cm de diamètre avec la pâte brisée, en la faisant remonter sur les bords. Dans un grand bol, fouettez le sucre et la farine. Incorporez le jus et le zeste de citron, puis ajoutez délicatement les myrtilles. Versez la préparation dans le fond de tarte. Préparez la garniture : Dans un bol moyen, mélangez les flocons d’avoine, la cassonade, la farine et la cannelle. Incorporez le beurre froid à l’aide de deux couteaux ou d’un coupe-pâte jusqu’à obtenir une texture sableuse. Étalez la garniture uniformément sur la garniture de la tarte. Faites cuire au four préchauffé jusqu’à ce que la garniture bouillonne et que la garniture soit dorée, environ 40 minutes. Sortez la tarte du four et laissez-la refroidir sur une grille avant de servir.",['cuire'],"['fouet', 'four', 'mixeur']",https://www.allrecipes.com/recipe/86150/blueberry-crumb-pie/,461 kcal,"""{""""Carbohydrates"""": """"76 g"""", """"Cholesterol"""": """"23 mg"""", """"Fiber"""": """"4 g"""", """"Protein"""": """"5 g"""", """"Saturated Fat"""": """"8 g"""", """"Sodium"""": """"125 mg"""", """"Sugar"""": """""""", """"Fat"""": """"17 g"""", """"Unsaturated Fat"""": """"0 g""""}""",56.32
25,Soupe de bœuf et légumes à l'autocuiseur instantané,['Dîner'],['Américain'],Amérique du Nord,30.0,50.0,8,3,"Faites chauffer l'huile d'olive dans un autocuiseur multifonction (type Instant Pot) et sélectionnez le mode Sauté. Faites dorer les cubes de bœuf de tous côtés pendant 5 à 10 minutes. Réservez-les sur une assiette. Faites revenir les carottes, l'oignon et le céleri jusqu'à ce qu'ils soient translucides, environ 5 minutes. Remettez le bœuf dans l'autocuiseur et ajoutez l'eau, les navets, les haricots verts, la purée de tomates, le sel, la poudre d'ail, la poudre d'oignon, les graines de céleri et les feuilles de laurier. Fermez et verrouillez le couvercle. Sélectionnez la cuisson sous pression selon les instructions du fabricant et réglez la minuterie sur 30 minutes. Laissez la pression monter pendant 10 à 15 minutes. Relâchez la pression naturellement selon les instructions du fabricant, pendant 10 à 40 minutes. Déverrouillez et retirez le couvercle. Goûtez la soupe et rectifiez l'assaisonnement si nécessaire.",['sauté'],"['autocuiseur', 'marmite']",https://www.allrecipes.com/recipe/269970/instant-pot-beef-and-vegetable-soup/,265 kcal,"""{""""Carbohydrates"""": """"18 g"""", """"Cholesterol"""": """"52 mg"""", """"Fiber"""": """"5 g"""", """"Protein"""": """"16 g"""", """"Saturated Fat"""": """"5 g"""", """"Sodium"""": """"1905 mg"""", """"Sugar"""": """"8 g"""", """"Fat"""": """"15 g"""", """"Unsaturated Fat"""": """"0 g""""}""",40.52
26,Jalapeños farcis au four,['Apéritif'],['Américain'],Amérique du Nord,20.0,20.0,4,3,"Préchauffez le four à 200 °C (400 °F). Vaporisez une plaque de cuisson d'huile. Garnissez chaque moitié de piment jalapeño de fromage à la crème, de cheddar et de chapelure, puis disposez-les sur la plaque préparée. Faites cuire au four préchauffé jusqu'à ce que les jalapeños soient tendres et que le fromage soit fondu, environ 20 minutes.",['cuire'],"['plaque de cuisson', 'four']",https://www.allrecipes.com/recipe/240785/baked-jalapeno-poppers/,137 kcal,"""{""""Carbohydrates"""": """"8 g"""", """"Cholesterol"""": """"31 mg"""", """"Fiber"""": """"1 g"""", """"Protein"""": """"6 g"""", """"Saturated Fat"""": """"6 g"""", """"Sodium"""": """"163 mg"""", """"Sugar"""": """"2 g"""", """"Fat"""": """"10 g"""", """"Unsaturated Fat"""": """"0 g""""}""",26.68
27,Gratin de patates douces aux noix de pécan,"['Dîner', 'Accompagnement']",['Américain'],Amérique du Nord,15.0,80.0,12,5,"Préchauffez le four à 175 °C (thermostat 6). Graissez un plat allant au four de 23 x 33 cm. Dans une grande casserole, couvrez les patates douces d'eau et portez à ébullition. Réduisez le feu à doux et laissez mijoter jusqu'à ce qu'elles soient tendres, environ 20 minutes. Égouttez-les et transférez-les dans un grand bol. Écrasez les patates douces avec le sucre blanc, le lait, les œufs, le sel, l'extrait de vanille et la cannelle. Étalez la purée dans le plat préparé. Dans un autre bol, mélangez la cassonade, les noix de pécan et la farine. Versez la margarine sur le mélange aux noix de pécan et remuez jusqu'à obtenir une texture sableuse. Parsemez ce mélange sur la purée de patates douces. Faites cuire au four préchauffé jusqu'à ce que la garniture aux noix de pécan soit croustillante, environ 1 heure.","['mijoter', 'réduire', 'cuire au four', 'bouillir']","['plat à four', 'four', 'casserole']",https://www.allrecipes.com/recipe/228685/sweet-potato-casserole-with-pecans/,436 kcal,"""{""""Carbohydrates"""": """"64 g"""", """"Cholesterol"""": """"48 mg"""", """"Fiber"""": """"4 g"""", """"Protein"""": """"5 g"""", """"Saturated Fat"""": """"3 g"""", """"Sodium"""": """"304 mg"""", """"Sugar"""": """"45 g"""", """"Fat"""": """"19 g"""", """"Unsaturated Fat"""": """"0 g""""}""",29.06
28,Truite en croûte de noix de pécan,['Dîner'],['Américain'],Amérique du Nord,15.0,10.0,4,3,"Préchauffez le four à 200 °C (thermostat 6). Vaporisez une plaque de cuisson d'huile. Mélangez les noix de pécan, le romarin, le sel et le poivre noir dans un bol peu profond. Versez la farine dans un autre bol peu profond. Trempez les filets de truite dans la farine et secouez-les pour enlever l'excédent. Trempez-les ensuite dans l'œuf battu, puis dans les noix de pécan assaisonnées, en pressant légèrement pour bien faire adhérer l'enrobage. Disposez les filets sur la plaque de cuisson préparée. Faites cuire au four préchauffé jusqu'à ce que la chair se détache facilement à la fourchette, soit environ 10 à 12 minutes.",['cuire'],"['plaque de cuisson', 'four']",https://www.allrecipes.com/recipe/222181/pecan-crusted-trout/,260 kcal,"""{""""Carbohydrates"""": """"8 g"""", """"Cholesterol"""": """"140 mg"""", """"Fiber"""": """"2 g"""", """"Protein"""": """"23 g"""", """"Saturated Fat"""": """"2 g"""", """"Sodium"""": """"665 mg"""", """"Sugar"""": """"1 g"""", """"Fat"""": """"15 g"""", """"Unsaturated Fat"""": """"0 g""""}""",16.01
